Text,Speaker,Episode,Season,Show
"  Here, Shaggydog.",Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  Rickon!,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  That beast is supposed to be chained in the kennels!,Osha,e10-Fire and Blood,season-01,Game-of-Thrones
  He doesn't like chains.,Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  What are you doing down here? Come back up with us.,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  No, l came to see Father.",Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  How many times have l told you? He's in King's Landing with Sansa and Arya.,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  He was down here. l saw him.,Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  Saw him when?,Bran Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  Last night, when l was sleeping. Here, Shaggydog.",Rickon Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"Rickon leaves with Shaggydog, while Osha looks puzzled at Bran. We cut to a shot of her carrying him outside.",,e10-Fire and Blood,season-01,Game-of-Thrones
"  You both miss him. lt's only natural he should be in your thoughts and dreams, but that doesn't mean that É??",Osha,e10-Fire and Blood,season-01,Game-of-Thrones
  BranÉ??,Maester Luwin,e10-Fire and Blood,season-01,Game-of-Thrones
--------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
Catelyn Stark walks alone through the Stark camp. Several bannermen bow to her respectfully as she passes.,,e10-Fire and Blood,season-01,Game-of-Thrones
  My lady. My lady. My lady.,Several Stark Bannermen,e10-Fire and Blood,season-01,Game-of-Thrones
"She reaches a small forest outside camp and collapses in grief by one of the trees, crying and sobbing. She hears some screams and the sound of a sword slashing wood nearby. As she gets closer, she realizes it's Robb, fully armoured, slashing his sword against a tree while crying.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Robb. Robb! You've ruined your sword.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"Robb drops his sword to the ground and goes to Catelyn. She hugs him and caresses his neck, trying to console him.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Shh! Shh! Shh!,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  l'll kill them all. Every one of them. l will kill them all.,Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  My boy. They have your sisters. We have to get the girls back. And then we will kill them all.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
-------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"At the Throne Room on the Red Keep, Marillion the bard is singing a song for Joffrey and his retinue. Cercei stands by his side, while Sansa overlooks the scene from one of the colonnades.",,e10-Fire and Blood,season-01,Game-of-Thrones
  (singing),Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
"The boar's great tusks, they boded ill",,e10-Fire and Blood,season-01,Game-of-Thrones
For good King Robert's health,,e10-Fire and Blood,season-01,Game-of-Thrones
And the beast was every bit as fat,,e10-Fire and Blood,season-01,Game-of-Thrones
As Robert was himself,,e10-Fire and Blood,season-01,Game-of-Thrones
"But our brave king cried,",,e10-Fire and Blood,season-01,Game-of-Thrones
"""Do your worst!",,e10-Fire and Blood,season-01,Game-of-Thrones
l'll have your ugly head!,,e10-Fire and Blood,season-01,Game-of-Thrones
You're nowhere near as murd'rous as,,e10-Fire and Blood,season-01,Game-of-Thrones
"the lion in my bed""",,e10-Fire and Blood,season-01,Game-of-Thrones
King Robert lost his battle and,,e10-Fire and Blood,season-01,Game-of-Thrones
"He failed his final test,",,e10-Fire and Blood,season-01,Game-of-Thrones
"The lion ripped his balls off,",,e10-Fire and Blood,season-01,Game-of-Thrones
And the boar did all the rest.,,e10-Fire and Blood,season-01,Game-of-Thrones
  Very amusing. lsn't it a funny song? Thank you for your rendition. l imagine it was even better received at that tavern.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  l'm so sorry, Your Grace. l'll never sing it again, l swear.",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
  Your Grace?,Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
"Sansa looks at Joffrey, despondent.",,e10-Fire and Blood,season-01,Game-of-Thrones
"  Fingers or your tongue? lf you got to keep one, which would it be? Or l could just cut your throat.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Every man needs hands, Your Grace.",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
  Good. Tongue it is.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Your Grace, please. l won't sing, Your Grace.",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
"  Ser llyn, who better than you to carry out the sentence?",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  l beg you! Please, no. No!",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
Ilyn Payne marches towards the fire to heat up his dagger.,,e10-Fire and Blood,season-01,Game-of-Thrones
"  Your Grace, please. l beg you, l will never sing again! (screaming) No!",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
"  l'm done for the day. l'll leave the rest of the matters to you, Mother.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  (screaming) Your Grace, please!",Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
"As Joffrey leaves with Meryn Trant and the Hound, he passes by Sansa. Marillion is still screaming and begging in the background.",,e10-Fire and Blood,season-01,Game-of-Thrones
  You look quite nice.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Thank you, my lord.",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  Your Grace. l'm King now.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
  (screaming) Stop! No!,Marillion,e10-Fire and Blood,season-01,Game-of-Thrones
  Walk with me. l want to show you something.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Do as you're bid, child.",Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones
"Joffrey and Sansa are outside, walking past across a row of spears in the Red Keep. Trant and Clegane follow behind them.",,e10-Fire and Blood,season-01,Game-of-Thrones
"  And as soon as you've had your blood, l'll put a son in you. Mother says that shouldn't be long.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
The pikes have impaled heads on them. Sansa looks away.,,e10-Fire and Blood,season-01,Game-of-Thrones
"  No! Please, no!",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  (pointing at one of the heads) This one's your father. This one here. Look at it and see what happens to traitors.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
  You promised to be merciful.,Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  l was. l gave him a clean death. Look at him.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Please let me go home. l won't do any treason, l swear É??",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  Mother says l'm still to marry you. So you'll stay here, and obey. Look at him!",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
Sansa looks up at the head of her father.,,e10-Fire and Blood,season-01,Game-of-Thrones
  Well?,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
  How long do l have to look?,Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  As long as it pleases me. Do you want to see the rest?,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
  lf it please Your Grace.,Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  That's your Septa there. (shot of the impaled head of a woman with the traditional Septa headscarf) l'll tell you what, l'm going to give you a present. After l raise my armies and kill your traitor brother, l'm going to give you his head as well.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Or maybe he'll give me yours. (looks defiantly at Joffrey, who cowers)",Sansa Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  My mother tells me a king should never strike his lady. Ser Meryn.Ser Meryn strikes Sansa repeatedly with the back of his (armoured) hand, leaving her lip bloodied. Sansa notices the stone bridge Joffrey is on leads to a street some feet below. She moves forward to lunge him from the edge, but she's stopped by the Hound.",Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Here, girl. (cleans her bloody lip with a rag)",Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones
  Will you obey now? Or do you need another lesson? l'll look for you in court.,Joffrey Baratheon,e10-Fire and Blood,season-01,Game-of-Thrones
"  Save yourself some pain, girl. Give him what he wants.",Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones
Sansa tries to give him is handkerchief back.,,e10-Fire and Blood,season-01,Game-of-Thrones
  You'll be needing that again.,Sandor Clegane,e10-Fire and Blood,season-01,Game-of-Thrones
"Sandor leaves, leaving Sansa alone at the bridge. She looks at the heads atop the pikes and cries.",,e10-Fire and Blood,season-01,Game-of-Thrones
--------------------------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
War meeting at the Stark camp. They sit at the table at night by torchlight.,,e10-Fire and Blood,season-01,Game-of-Thrones
  Renly is not the king.,Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  You cannot mean to hold to Joffrey, my lord. He put your father to death.",Jonos Bracken,e10-Fire and Blood,season-01,Game-of-Thrones
"  That doesn't make Renly king. He's Robert's youngest brother. lf Bran can't be Lord of Winterfell before me, Renly can't be king before Stannis.",Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  Do you mean to declare us for Stannis?,Jonos Bracken,e10-Fire and Blood,season-01,Game-of-Thrones
  Renly is not right! lf we put ourselves behind StannisÉ??,Galbart Glover,e10-Fire and Blood,season-01,Game-of-Thrones
  l'll have peace on those terms. They can keep their Red Castle and their iron chair too. (bows to Robb and extends him his sword) The King in the North!,Rickard Karstark,e10-Fire and Blood,season-01,Game-of-Thrones
"  Am l your brother, now and always?",Theon Greyjoy,e10-Fire and Blood,season-01,Game-of-Thrones
  Now and always.,Robb Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  (takes out his sword, bows to Robb) My sword is yours in victory and defeat, from this day until my last day.",Theon Greyjoy,e10-Fire and Blood,season-01,Game-of-Thrones
  The King in the North!,Greatjon Umber,e10-Fire and Blood,season-01,Game-of-Thrones
  (chanting)  The King in the North! The King in the North! The King in the North! The King in the North!,All,e10-Fire and Blood,season-01,Game-of-Thrones
They all take out their swords and swear fealty to Robb as Catelyn looks wearily at the whole scene.,,e10-Fire and Blood,season-01,Game-of-Thrones
  (chanting)  The King in the North! The King in the North! The King in the North! The King in the North!,All,e10-Fire and Blood,season-01,Game-of-Thrones
"Catelyn goes to the outskirts of their camp, to the dungeons where prisoners are being kept.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Lady Stark.,Stark Guard,e10-Fire and Blood,season-01,Game-of-Thrones
  l want to see him. Now! Leave us.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"They walk for a while until they reach a single prisoner (Jaime), kept away far from the rest.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Leave us. (the guards leave),Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  You look lovely tonight, Lady Stark. Widowhood becomes you. (Catelyn grabs a large rock from the ground)  Your bed must be lonely. ls that why you came? l'm not at my best, but l think l could be of service. You slip out of that gown and we'll see if l'm up to it. (She marches towards him and hits the rock against his forehead)   Oh, l do like a violent woman.",Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  l will kill you tonight, Ser. Pack your head in a box and send it to your sister.",Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  Let me show you how. Hit me again, over the ear. And again and again. You're stronger than you look, it shouldn't take long.",Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  That is what you want the world to believe, isn't it? That you don't fear death.",Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
"  But l don't, my lady. The dark is coming for all of us. Why cry about it?",Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  Because you are going to the deepest of the seven hells, if the gods are just.",Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  What gods are those? The trees your husband prayed to? Where were the trees when his head was getting chopped off? lf your gods are real and if they are just why is the world so full of injustice?,Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  Because of men like you.,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  There are no men like me. Only me.,Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  My son Bran. How did he come to fall from that tower?,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  l pushed him out the window.,Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  Why?,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  I hoped the fall would kill him.,Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  Why?,Catelyn Stark,e10-Fire and Blood,season-01,Game-of-Thrones
  You should get some sleep. lt's going to be a long war. (Catelyn drops the rock and goes away),Jaime Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
-----------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"Cersei and Lancel are having one of their rendezvous on her bedchamber. Cersei is reading a message while Lancel speaks, naked.",,e10-Fire and Blood,season-01,Game-of-Thrones
"  l can't believe we're actually at war. Was it this exciting last time, when you were young? What does it say? Have we captured Robb Stark yet? What's our next move?",Lancel Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  Stop talking. Get back into bed.,Cersei Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
-----------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"Back in the Riverlands, we sit with the Lannister war meeting. Tywin, Tyrion and Kevan are in assistance.",,e10-Fire and Blood,season-01,Game-of-Thrones
  They have my son.,Tywin Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  The Stark boy appears to be less green than we'd hoped.,Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  l've heard his wolf killed a dozen men and as many horses.,Leo Lefford,e10-Fire and Blood,season-01,Game-of-Thrones
  ls it true about Stannis and Renly?,Addam Marbrand,e10-Fire and Blood,season-01,Game-of-Thrones
"  Both Baratheon brothers have taken up against us. Jaime captured, his armies scattered. lt's a catastrophe. Perhaps we should sue for peace.",Kevan Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  There's your peace. Joffrey saw to that when he decided to remove Ned Stark's head. You'll have an easier time drinking from that cup than you will bringing Robb Stark to the table now. He's winning É?? in case you hadn't noticed.,Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  l'm told we still have his sisters.,Kevan Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  The first order of business is ransoming Ser Jaime.,Leo Lefford,e10-Fire and Blood,season-01,Game-of-Thrones
 Kevan Lannister:  First we must return to Casterly Rock to raise É??,Addam Marbrand,e10-Fire and Blood,season-01,Game-of-Thrones
"  (shouting)  They have my son! Get out, all of you. (to Tyrion) Not you. You were right about Ned Stark. lf he were alive, we could have used him to broker a peace with Winterfell and Riverrun, which would have given us more time to deal with Robert's brothers. But now É?? madness. Madness and stupidity. l always thought you were a stunted fool. Perhaps l was wrong. ",Tywin Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  Half wrong. l'm new to strategy, but unless we want to be surrounded by three armies, it appears we can't stay here.",Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  No one will stay here. Ser Gregor will head out with 500 riders and set the Riverland on fire from God's Eye to the Red Fork. The rest of us will regroup at Harrenhal. And you will go to King's Landing.,Tywin Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  And do what?,Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  Rule. You will serve as Hand of the King in my stead. You will bring that boy king to heel, and his mother too, if needs be. And if you get so much as a whiff of treason from any of the rest É?? Baelish, Varys, PycelleÉ??",Tywin Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  Heads, spikes, walls. Why not my uncle? Why not anyone? Why me?",Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  You're my son. Oh, one more thing. You will not take that whore to court. Do you understand?",Tywin Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
-------------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"Across the Narrow Sea, Daenerys is sleeping inside a yurt. Jorah is sitting beside her when she wakes up.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Ser Jorah?,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  Gently, gently.",Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
  My son É?? where is he? l want him. Where is he?,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  The boy did not live.,Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
  Tell me.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  What is there to tell?,Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
  How did my son die?,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  He never lived, my princess. The women say É??",Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
  What do the women say?,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  They say the child was É??,Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
"  (entering the tent) Monstrous, twisted. l pulled him out myself. He was scaled like a lizard, blind, with leather wings like the wings of a bat. When l touched him the skin fell from his bones. Inside he was full of graveworms. l warned you that only death can pay for life. You knew the price.",Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  Where is Khal Drogo? Show him to me. Show me what l bought with my son's life.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  As you command, lady. Come. l will take you to him.",Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  Time enough for that later É??,Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
  l want to see him now.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"They leave the tent/yurt, following Mirri Maz Duur to the place where Drogo is lying.",,e10-Fire and Blood,season-01,Game-of-Thrones
  The khalasar is gone.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  A khal who cannot ride is no khal. The Dothraki follow only the strong. l'm sorry, my Princess.",Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
"  Drogo! (in Dothraki) My sun and stars. (in the Common Tongue, to the rest) Why is he out here alone?",Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  He seems to like the warmth, Princess.",Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
"  He lives. You asked for life, you paid for life.",Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  (looking at Drogo's catatonic expression) This is not life. When will he be as he was?,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  When the sun rises in the west, sets in the east. When the seas go dry. When the mountains blow in the wind like leaves.",Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  Leave us.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  l don't want you alone with this sorceress.,Jorah Mormont,e10-Fire and Blood,season-01,Game-of-Thrones
  l have nothing more to fear from this woman. Go.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
Daenerys and Mirri Maz Duur have a conversation alone.,,e10-Fire and Blood,season-01,Game-of-Thrones
  You knew what l was buying and you knew the price.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  lt was wrong of them to burn my temple. lt angered the Great Shepherd.,Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  This is not God's work. My child was innocent.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  lnnocent? He would have been The Stallion Who Mounts The World. Now he will burn no cities. Now his khalasar will trample no nations into dust.,Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  l spoke for you. l saved you.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"  Saved me? Three of those riders had already raped me before you saved me, girl. l saw my god's house burn, there where l had healed men and women beyond counting. ln the streets l saw piles of heads, the head of the baker who makes my bread, the head of a young boy that l had cured of fever just three moons past. So tell me again exactly what it was that you saved?",Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
  Your life.,Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
  Why don't you take a look at your khal. Then you will see exactly what life is worth when all the rest has gone.,Mirri Maz Duur,e10-Fire and Blood,season-01,Game-of-Thrones
------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"At Castle Black, Jon is preparing to leave in the night and desert the Night's Watch; Sam is there to try to talk him out of it.",,e10-Fire and Blood,season-01,Game-of-Thrones
  You can't!,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
"  Get out of my way, Sam.",Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  They'll put out the word. They'll send out ravens. People will come after you. Do you know what happens to deserters?,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  Better than you do.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  What are you going to do?,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  l'm gonna find my brother and put a sword through King Joffrey's throat. (gets on horseback),Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  You can't leave us now. We need you here.,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  Move.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  l won't let you go.,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  Move.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  No.,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  Hyah!,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
"Jon rides his horse away from Castle Black, his horse kicking Sam to the ground as he was standing in the way. Ghost follows him out.",,e10-Fire and Blood,season-01,Game-of-Thrones
---------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"In the Lannister camp in the Riverlands, Tyrion and Shae are talking inside his tent about his recent appointment.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Hand of the King?,Shae,e10-Fire and Blood,season-01,Game-of-Thrones
  So it would seem.,Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  And your father said you couldn't take anyone with you to King's Landing?,Shae,e10-Fire and Blood,season-01,Game-of-Thrones
"  No, he said l couldn't take  you with me to King's Landing. He was very specific on that point.",Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  He knew my name?,Shae,e10-Fire and Blood,season-01,Game-of-Thrones
  What?,Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
"  He said, ""Don't bring Shae with you to King's Landing""?",Shae,e10-Fire and Blood,season-01,Game-of-Thrones
"  l believe he used the word ""whore"".",Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  Are you ashamed of me? Are you afraid that l'm dancing around the court with my tits out?,Shae,e10-Fire and Blood,season-01,Game-of-Thrones
Tyrion laughs.,,e10-Fire and Blood,season-01,Game-of-Thrones
"  I'm funny now? l'm Shae, the funny whore.",Shae,e10-Fire and Blood,season-01,Game-of-Thrones
"  My father's probably the most powerful man in the country. Certainly the richest. He has all Seven Kingdoms in his pockets. Everyone everywhere always has to do exactly what my father says. He's always been a cunt. l believe the ladies of the court could learn a great deal from a girl like you. Why don't you come with me, be the Hand's lady? Because the King needs a Hand and the Hand É?? (Shae kisses Tyrion)",Tyrion Lannister,e10-Fire and Blood,season-01,Game-of-Thrones
  l know what a Hand needs.,Shae,e10-Fire and Blood,season-01,Game-of-Thrones
------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
Jon and Ghost are being chased by his fellow Night's Watch brothers through a forest not long after he left.,,e10-Fire and Blood,season-01,Game-of-Thrones
  Ghost?,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  Hyah! Hyah! Hyah! Hyah!,"Sam, Pyp, and Grenn",e10-Fire and Blood,season-01,Game-of-Thrones
"During the chase, Sam hits his head on a tree branch and falls off his horse. The others and later Jon stop to assist him.",,e10-Fire and Blood,season-01,Game-of-Thrones
  Samwell!,Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
  ls he dead?,Pyp,e10-Fire and Blood,season-01,Game-of-Thrones
"  No, he's not dead.",Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
  Did we get him?,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
"  Come on, help me get him up.",Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
  Lucky you've got plenty of padding. (to Jon)  We're taking you back to where you belong.,Pyp,e10-Fire and Blood,season-01,Game-of-Thrones
  l belong with my brother.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
   But we're your brothers now.,Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  They'll kill you if they find out you've gone.,Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
  They'll kill you if they know you came after me. Go back.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  Sam told us everything. We're sorry about your father.,Pyp,e10-Fire and Blood,season-01,Game-of-Thrones
  But it doesn't matter. You took the oath. You can't leave.,Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
  l have to.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
  You can't. You said the words.,Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
  I don't care about É??,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
"  ""Hear my words and bear witness to my vow""",Samwell Tarly,e10-Fire and Blood,season-01,Game-of-Thrones
  To hell with all of you.,Jon Snow,e10-Fire and Blood,season-01,Game-of-Thrones
"  ""Night gathers and now my watch begins. lt shall not end until my death. l shall live and die at my post.",Pyp,e10-Fire and Blood,season-01,Game-of-Thrones
"  ""l am the sword in the darkness É?? """,Grenn,e10-Fire and Blood,season-01,Game-of-Thrones
"  (in unison, reciting the vow) ""l am the sword in the darkness, the watcher on the walls, the shield that guards the realms of men. l pledge my life and honor to the Night's Watch, for this night and all nights to come.É?ù","Sam, Pyp, and Grenn",e10-Fire and Blood,season-01,Game-of-Thrones
"Sam brings Longclaw to Jon, who accepts it.",,e10-Fire and Blood,season-01,Game-of-Thrones
------------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"Across the Narrow Sea, Daenerys is tending to Drogo and his wounds inside a yurt.",,e10-Fire and Blood,season-01,Game-of-Thrones
"  (in Dothraki) Do you remember our first ride, my sun and stars? lf you are in there, if you haven't gone away, show me. You're a fighter. You've always been a fighter. l need you to fight now. l know you're very far away, but come back to me, my sun and stars.",Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"We cut to Daenerys standing with her head pressing against Drogo's chest, now visibly more distressed.",,e10-Fire and Blood,season-01,Game-of-Thrones
"  (crying)  When the sun rises in the west and sets in the east. Then you shall return to me, my sun and stars.",Daenerys Targaryen,e10-Fire and Blood,season-01,Game-of-Thrones
"Daenerys kisses Drogo, then uses a pillow to smother him.",,e10-Fire and Blood,season-01,Game-of-Thrones
------------------------------------------,,e10-Fire and Blood,season-01,Game-of-Thrones
"In King's Landing, Pycelle is having a conversation with someone (unseen at first) in his bedchambers.",,e10-Fire and Blood,season-01,Game-of-Thrones
Ros gets dressed while Pycelle keeps talking.,,e10-Fire and Blood,season-01,Game-of-Thrones
"   He is a capable young man. Strong military mind. Stern. But sternness in defense of the realm is no vice. lt's far too soon to know what manner of king he will be, but l sense true greatness on the horizon for our new King. Mmm. True greatness.",Grand Maester Pycelle,e10-Fire and Blood,season-01,Game-of-Thrones
