Text,Speaker,Episode,Season,Show
 Come stand by the fire. It's warmer.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" No, that's all right. I'm fine.",Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You're not. You're freezing.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I don't like high places.,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  You can't fight. You can't see. You're afraid of heights and almost everything else probably. What are you doing here, Sam?",Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" On the morning of my 18th nameday, my father came to me. ""You're almost a man now,"" he said, ""but you're not worthy of my land and title. Tomorrow, you're going to take the black, forsake all claim to your inheritance and start north. If you do not,"" he said, ""then we'll have a hunt and somewhere in these woods your horse will stumble and you'll be thrown from your saddle to die. Or so I'll tell your mother. Nothing would please me more."" Ser Alliser's going to make me fight again tomorrow, isn't he?",Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  Yes, he is.",Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I'm not going to get any better, you know?",Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  WellÉ?? You can't get any worse.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
Walking through the gardens of King's Landing.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I hear you're reading a boring book.,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Pycelle talks too much.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" He never stops. Do you know Ser Hugh of the Vale? Not surprising. Until recently, he was only a squire... Jon Arryn's squire. He was knighted almost immediately after his master's untimely death.",Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Knighted for what? Why are you telling me this?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I promised Cat that I'd help you.,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Where is Ser Hugh? I'll speak to him.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 A singularly bad idea. Do you see that boy there? One of Varys's little birds. The Spider has taken a great interest in your comings and goings. Now look there. That one belongs to the Queen. And do you see that Septa pretending to read her book?,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Varys or the Queen?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 No. She's one of mine. Is there someone in your service whom you trust completely?,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Yes.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" The wiser answer was no, my Lord. Get a message to this paragon of yours... Discreetly. Send him to question Ser Hugh. After that, you might want him to visit a certain armorer in the city. He lives in a large house at the top of the street of Steel.",Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Why?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I have my observers, as I said, and it's possible that they saw Lord Arryn visit this armorer several times in the weeks before his death.",Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Lord Baelish, perhaps I was wrong to distrust you.",Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Distrusting me was the wisest thing you've done since you climbed off your horse.,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"Preparing for the Hand of the King's tournament, Ser Hugh is pacing out steps on the joust.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Ser Hugh? Ser Hugh!,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" As you can see, I'm busy.",Hugh of the Vale,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I'm here on behalf of Lord Ned Stark, the Hand of the king. I'm the captain of his guard.",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I'm sorry. I didn't catch your name, Ser...",Hugh of the Vale,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" No ""ser."" I'm not a knight.",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I see. Well, it just so happens that I am.",Hugh of the Vale,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"Riding on horseback through King's Landing, Ned and Jory arrive at the armorer.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" He said he'd be glad to talk to the Hand himself. He's a knight, you see.",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  A knight. They strut around like roosters down here. Even the ones who've never seen an arrow coming their way.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" You shouldn't be out here, my Lord. There's no telling who has eyes where.",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Let them look.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" The former Hand did call on me, my Lord, several times. I regret to say he did not honor me with his patronage.",Tobho Mott,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  What did Lord Arryn want?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 He always came to see the boy.,Tobho Mott,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  I'd like to see him as well.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" As you wish, my Lord. Gendry! Here he is. Strong for his age. He works hard. Show the Hand the helmet you made, lad.",Tobho Mott,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 This is fine work.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 It's not for sale.,Gendry,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Boy, this is the King's Hand! If his lordship wants the helmet...",Tobho Mott,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I made it for me.,Gendry,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Forgive him, my Lord.",Tobho Mott,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" There's nothing to forgive. When Lord Arryn came to visit you, what would you talk about?",Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" He just asked me questions is all, my Lord.",Gendry,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 What kind of questions?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" About my work at first, if I was being treated well, if I liked it here. But then he started asking me about my mother.",Gendry,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Your mother?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Who she was, what she looked like.",Gendry,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 What did you tell him?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 She died when I was little. She had yellow hair. She'd sing to me sometimes.,Gendry,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Look at me. Get back to work, lad. If the day ever comes when that boy'd rather wield a sword than forge one, you send him to me.",Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Find anything?,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 King Robert's bastard son.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
Jaime is standing guard outside of the king's chambers. You can hear King Robert with numerous girls inside his room.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 This is for the King from Lord Stark.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Listen. Do you hear them? How many do you think are in there with him? Guess.,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Three? Four?,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  He likes to do this when I'm on duty... He makes me listen as he insults my sister.,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Forgive me, my Lord...",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Why do I have to forgive you? Have you wronged me?,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" We've met before, you know.",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  Have we? Strange, I've forgotten.",Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 The siege of Pyke. We fought side by side one afternoon.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 That's where you got your scar?,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Aye. One of the Greyjoys nearly took my eye.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Vicious sons of whores.,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 They like their bloodshed.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 They stopped liking it at the end. That was a proper battle. D'you remember Thoros of Myr charging through the breach?,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 With his burning sword? I'll remember that till the day I die.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  I saw the youngest of the Greyjoy lads at Winterfell. It was like seeing a shark on a mountaintop.,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Theon? He's a good lad.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  I doubt it.,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I'll bet you smell of blackberry jam! Let me smell it. Come here.,Robert Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Can I leave this with you? The message from Lord Stark.,Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I don't serve Lord Stark.,Jaime Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
In the mess hall at Castle Black.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Where have you been?,Grenn,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Watch duty. With Sam.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Prince Porkchop. Where is he?,Pyp,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 He wasn't hungry.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Impossible!,Pyp,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" That's enough. Sam's no different from the rest of us. There was no place for him in the world, so he's come here. We're not going to hurt him in the training yard anymore. Never again, no matter what Thorne says. He's our brother now and we're going to protect him.",Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" You are in love, Lord Snow. You girls can do as you please. But if Thorne puts me up against Lady Piggy, I'm gonna slice me off a side of bacon.",Rast,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"All of the new recruits are sleeping. Jon, Ghost (his direwolf), Pyp and Grenn ambush and gag Rast as he sleeps. Jon threatens him.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  No one touches Sam.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
Back in the training yard the next morning. Rast is defying Alliser and not attacking Sam.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" What are you waiting for? Attack him! You, get in there.",Alliser Thorne,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Hit me. Go on, hit me! I yield! Yield yield. I yield.",Grenn,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" You think this is funny, do you? When you're out there beyond the Wall with the sun going down, do you want a man at your back? Or a sniveling boy?",Alliser Thorne,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"After their bath, Viserys drags Doreah by her hair through the camp and into Daenerys' tent.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You send this whore to give me commands? I should have sent you back her head!,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Forgive me, Khaleesi. I did as you asked.",Doreah,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Hush now. It's all right. Irri, take her and leave us.",Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Yes, Khaleesi.",Irri,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Why did you hit her?!,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 How many times do I have to tell you? You do not command me.,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I wasn't commanding you. I just wanted to invite you to supper.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 What's this?,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 It's a gift. I had it made for you.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Dothraki rags? Are you going to dress me now?,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Please.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 This stinks of manure. All of it.,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" You would turn me into one of them, wouldn't you? Next you'll want to braid my hair.",Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You've no right to a braid. You've won no victories yet.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You do not talk back to me!,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"Viserys hit Daenerys, as he mounts her to keep hitting her, she fends him off with a chain.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You are a horselord's slut. And now you've woken the dragon...,Viserys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I am a Khaleesi of the Dothraki! I am the wife of the great Khal and I carry his son inside me. The next time you raise a hand to me will be the last time you have hands.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"Inside the Castle Black mess hall, cleaning up.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I know for a fact that some of the officers go to that brothel in Mole's Town.,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I wouldn't doubt it.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Don't you think it's a little bit unfair? Making us take our vows while they sneak off for a little sally on the side?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Sally on the side?,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"It's silly, isn't it? What, we can't defend the Wall unless we're celibate? It's absurd.",Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I didn't think you'd be so upset about it.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
Why not? Because I'm fat? But I like girls just as much as you do. They might not like me as much. I've never... been with one. You've probably had hundreds.,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  As a matter of fact, I'm the same as you.",Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I find that hard to believe.,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  I came very close once. I was alone in a room with a naked girl, but...",Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
You didn't know where to put it?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  I know where to put it.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
Was she... Old and ugly?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  Young and gorgeous. A whore named Ros.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 What color hair?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Red.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I like red hair. And her... Her...,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  You don't want to know.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 That good?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Better.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Oh no. So why exactly did you not make love to Ros with the perfect...,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  What's my name?,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Jon Snow?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  And why is my surname Snow?,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Because... You're a bastard from the north.,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I never met my mother. My father wouldn't even tell me her name. I don't know if she's living or dead. I don't know if she's a noblewoman or a fisherman's wife... Or a whore. So I sat there in the brothel as Ros took off her clothes. But I couldn't do it. Because all I could think was what if I got her pregnant and she had a child, another bastard named Snow? It's not a good life for a child.",Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 So... You didn't know where to put it?,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Enjoying yourselves? You look cold, boys.",Alliser Thorne,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 It is a bit nippy.,Samwell Tarly,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" A bit nippy, yeah, by the fire, indoors. It's still summer. Do you boys even remember the last winter? How long has it been now? What, 10 years? I remember. Was it uncomfortable at Winterfell? Were there days when you just couldn't get warm, never mind how many fires your servants built?",Alliser Thorne,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I build my own fires.,Jon Snow,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" That's admirable. I spent six months out there, beyond the Wall during the last winter. It was supposed to be a two-week mission. We heard a rumor Mance Rayder was planning to attack Eastwatch. So we went out to look for some of his men... Capture them, gather some knowledge. The Wildlings who fight for Mance Rayder are hard men. Harder than you'll ever be. They know their country better than we do. They knew there was a storm coming in. So they hid in their caves and waited for it to pass. And we got caught in the open. Wind so strong it yanked 100-foot trees straight from the ground, roots and all. If you took your gloves off to find your cock to have a piss, you lost a finger to the frost. And all in darkness. You don't know cold. Neither of you do. The horses died first. We didn't have enough to feed them, to keep them warm. Eating the horses was easy. But later when we started to fall... That wasn't easy. We should have had a couple of boys like you along, shouldn't we? Soft, fat boys like you. We'd have lasted a fortnight on you and still had bones leftover for soup. Soon we'll have new recruits and you lot will be passed along to the Lord Commander for assignment and they will call you men of the Night's Watch, but you'd be fools to believe it. You're boys still. And come the winter you will die... Like flies.",Alliser Thorne,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"Inside Daenerys' tent, speaking privately to Jorah.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I hit him. I hit the dragon.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Your brother Rhaegar was the last dragon. Viserys is less than the shadow of a snake.,Jorah Mormont,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 He is still the true King.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 The truth now: do you want to see your brother sitting on the Iron Throne?,Jorah Mormont,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 No. But the common people are waiting for him. Illyrio said they're sewing dragon banners and praying for his return.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" The common people pray for rain, health and a summer that never ends. They don't care what games the high Lords play.",Jorah Mormont,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"What do you pray for, Ser Jorah?",Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Home.,Jorah Mormont,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I pray for home too. My brother will never take back the Seven Kingdoms. He couldn't lead an army even if my husband gave him one. He'll never take us home.,Daenerys Targaryen,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
At the Hand of the King's tournament. Baelish sees Sansa looking at Joffrey who hides his face from her.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Lover's quarrel?,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I'm sorry. Do I...?,Sansa Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Sansa dear, this is Lord Baelish. He's known...",Septa Mordane,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 An old friend of the family. I've known your mother a long long time.,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Why do they call you Littlefinger?,Arya Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Arya!,Sansa Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Don't be rude!,Septa Mordane,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" No, it's quite all right. When I was a child I was very small and I come from a little spit of land called The Fingers, so you see, it's an exceedingly clever nickname.",Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I've been sitting here for days! Start the damn joust before I piss myself!,Robert Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"The competitors step forward on their horses, Baelish introduces them to Sansa.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Gods, who is that?",Sansa Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Ser Gregor Clegane. They call him the Mountain. The Hound's older brother.,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 And his opponent?,Sansa Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Ser Hugh of the Vale. He was Jon Arryn's squire. Look how far he's come.,Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Yes, yes. Enough of the bloody pomp. Have at it!",Robert Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"The joust begins. The first pass takes its course with no contact. On the second pass, the Mountain's joust strikes Ser Hugh in the neck, causing a massive splinter, and his blood gushing out. This occurs directly in front of where Sansa is sitting.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Not what you were expecting? Has anyone ever told you the story of the Mountain and the Hound? Lovely little tale of brotherly love. The Hound was just a pup, six years old maybe. Gregor a few years older, already a big lad, already getting a bit of a reputation. Some lucky boys just born with a talent for violence. One evening... Gregor found his little brother playing with a toy by the fire... Gregor's toy, a wooden knight. Gregor never said a word, he just grabbed his brother by the scruff of his neck and shoved his face into the burning coals. Held him there while the boy screamed, while his face melted. There aren't very many people who know that story.",Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I won't tell anyone. I promise.,Sansa Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" No, please don't. If the Hound so much as heard you mention it, I'm afraid all the knights in King's Landing would not be able to save you.",Petyr Baelish,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"In Eddard's quarters, Cersei enters.",,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" My Lord, Her Grace the Queen.",Jory Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Your Grace.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You're missing your tournament.,Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Putting my name on it doesn't make it mine.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I thought we might put what happened on the Kingsroad behind us É?? the ugliness with the wolves. And forcing you to kill the beast was extreme. Though sometimes we go to extremes where our children are concerned. How is Sansa?,Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  She likes it here.,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" The only Stark who does. Favors her mother, not much of the north in her.",Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 What are you doing here?,Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
  I might ask the same of you. What is it you hope to accomplish?,Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  The King called on me to serve him and the realm, and that's what I'll do until he tells me otherwise.",Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" You can't change him. You can't help him. He'll do what he wants, which is all he's ever done. You'll try your best to pick up the pieces.",Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  If that's my job, then so be it.",Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" You're just a soldier, aren't you? You take your orders and you carry on. I suppose it makes sense. Your older brother was trained to lead and you were trained to follow.",Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
"  I was also trained to kill my enemies, Your Grace.",Ned Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 As was I.,Cersei Baratheon,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
At an inn along the King's Road. Catelyn is heading back towards Winterfell.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Seven blessings to you, goodfolk!",Marillion,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 And to you.,Catelyn Stark,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Boy! Bread, meat and beer, quickly.",Rodrick Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Good idea, grandfather. I'm starving. A song while we wait or?",Marillion,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 I'd rather throw myself down a well.,Rodrick Cassel,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Grandfather, may be your last chance if you're heading north. The only music the northerners know is the howling of wolves!",Marillion,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
Tyrion and Yoren of the Night's Watch enter the inn. Catelyn attempts to hide herself.,,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" I'm sorry, my Lord, we're full up. Every room.",Masha Heddle,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" My men can sleep in the stable. As for myself, I don't require a large room.",Tyrion Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Truly, my lord, we have nothing.",Masha Heddle,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 Is there nothing I can do... to remedy this?,Tyrion Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 You can have my room.,Bronn,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" There's a clever man. You can manage food, I trust? Yoren, dine with me.",Tyrion Lannister,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
" Aye, my Lord.",Yoren,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
 My Lord of Lannister! Might I entertain you while you eat? I can sing of your father's victory at King's Landing!,Marillion,e4-Cripples Bastards and Broken Things,season-01,Game-of-Thrones
